Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product ID,Product Name,Sales,Units,Gross Profit,Cost,Shipping Lead Time,Factory,Factory Latitude,Factory Longitude,Factory_Lat,Factory_Lon,Delay Flag,Factory → State Route,Route,Route ID,Factory → Region Route,Factory_Region_Route,Shipment Year,Shipment Month,Shipment Month Name,Shipment Quarter,Shipment Week,Shipment Day,Shipment Day of Week,Ship Year,Ship Month,Ship Month Name,Ship Quarter,Ship Day of Week,Order Year,Order Month,Order Month Name,Order Day,Order Day of Week,Route Efficiency Score
2105,US-2022-168746-CHO-MIL-31000,2024-01-27,2027-07-22,Second Class,168746,United States,Cleveland,Ohio,44105,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,1272.0,Wicked Choccy's,32.076176,-81.088371,32.076176,-81.088371,False,Wicked Choccy's → Ohio,Wicked Choccy's → Ohio,Wicked_Choccy_s_to_Ohio,Wicked Choccy's → Atlantic,Wicked Choccy's → Atlantic,2027,7,Jul,3,29,22,3,2027,7,Jul,3,Thursday,2024,1,Jan,27,5,0.5469
2106,US-2022-164777-CHO-TRI-54000,2024-01-27,2027-07-22,First Class,164777,United States,Los Angeles,California,90036,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,1272.0,Wicked Choccy's,32.076176,-81.088371,32.076176,-81.088371,False,Wicked Choccy's → California,Wicked Choccy's → California,Wicked_Choccy_s_to_California,Wicked Choccy's → Pacific,Wicked Choccy's → Pacific,2027,7,Jul,3,29,22,3,2027,7,Jul,3,Thursday,2024,1,Jan,27,5,0.5153
2107,US-2022-168746-CHO-MIL-31000,2024-01-27,2027-07-22,Second Class,168746,United States,Cleveland,Ohio,44105,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,1272.0,Wicked Choccy's,32.076176,-81.088371,32.076176,-81.088371,False,Wicked Choccy's → Ohio,Wicked Choccy's → Ohio,Wicked_Choccy_s_to_Ohio,Wicked Choccy's → Atlantic,Wicked Choccy's → Atlantic,2027,7,Jul,3,29,22,3,2027,7,Jul,3,Thursday,2024,1,Jan,27,5,0.5469
2108,US-2022-168746-CHO-MIL-31000,2024-01-27,2027-07-22,Second Class,168746,United States,Cleveland,Ohio,44105,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,1272.0,Wicked Choccy's,32.076176,-81.088371,32.076176,-81.088371,False,Wicked Choccy's → Ohio,Wicked Choccy's → Ohio,Wicked_Choccy_s_to_Ohio,Wicked Choccy's → Atlantic,Wicked Choccy's → Atlantic,2027,7,Jul,3,29,22,3,2027,7,Jul,3,Thursday,2024,1,Jan,27,5,0.5469
2109,US-2022-116638-CHO-FUD-51000,2024-01-28,2027-07-24,Second Class,116638,United States,Concord,North Carolina,28027,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,46.8,13,31.2,15.6,1273.0,Lot's O' Nuts,32.881893,-111.768036,32.881893,-111.768036,False,Lot's O' Nuts → North Carolina,Lot's O' Nuts → North Carolina,Lot_s_O__Nuts_to_North_Carolina,Lot's O' Nuts → Gulf,Lot's O' Nuts → Gulf,2027,7,Jul,3,29,24,5,2027,7,Jul,3,Saturday,2024,1,Jan,28,6,0.5264
2110,US-2022-121797-CHO-MIL-31000,2024-01-30,2027-07-30,Standard Class,121797,United States,Los Angeles,California,90049,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98,1277.0,Wicked Choccy's,32.076176,-81.088371,32.076176,-81.088371,True,Wicked Choccy's → California,Wicked Choccy's → California,Wicked_Choccy_s_to_California,Wicked Choccy's → Pacific,Wicked Choccy's → Pacific,2027,7,Jul,3,30,30,4,2027,7,Jul,3,Friday,2024,1,Jan,30,1,0.5153
2111,US-2022-145401-CHO-SCR-58000,2024-01-30,2027-07-28,Standard Class,145401,United States,Houston,Texas,77070,Chocolate,Interior,CHO-SCR-58000,Wonka Bar - Scrumdiddlyumptious,21.6,6,15.0,6.6,1275.0,Lot's O' Nuts,32.881893,-111.768036,32.881893,-111.768036,True,Lot's O' Nuts → Texas,Lot's O' Nuts → Texas,Lot_s_O__Nuts_to_Texas,Lot's O' Nuts → Interior,Lot's O' Nuts → Interior,2027,7,Jul,3,30,28,2,2027,7,Jul,3,Wednesday,2024,1,Jan,30,1,0.5366
2112,US-2022-121797-CHO-TRI-54000,2024-01-30,2027-07-30,Standard Class,121797,United States,Los Angeles,California,90049,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,1277.0,Wicked Choccy's,32.076176,-81.088371,32.076176,-81.088371,True,Wicked Choccy's → California,Wicked Choccy's → California,Wicked_Choccy_s_to_California,Wicked Choccy's → Pacific,Wicked Choccy's → Pacific,2027,7,Jul,3,30,30,4,2027,7,Jul,3,Friday,2024,1,Jan,30,1,0.5153
2113,US-2022-149587-CHO-MIL-31000,2024-01-31,2027-07-29,Second Class,149587,United States,Minneapolis,Minnesota,55407,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,1275.0,Wicked Choccy's,32.076176,-81.088371,32.076176,-81.088371,True,Wicked Choccy's → Minnesota,Wicked Choccy's → Minnesota,Wicked_Choccy_s_to_Minnesota,Wicked Choccy's → Interior,Wicked Choccy's → Interior,2027,7,Jul,3,30,29,3,2027,7,Jul,3,Thursday,2024,1,Jan,31,2,0.4225
2114,US-2022-149587-CHO-TRI-54000,2024-01-31,2027-07-29,Second Class,149587,United States,Minneapolis,Minnesota,55407,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,1275.0,Wicked Choccy's,32.076176,-81.088371,32.076176,-81.088371,True,Wicked Choccy's → Minnesota,Wicked Choccy's → Minnesota,Wicked_Choccy_s_to_Minnesota,Wicked Choccy's → Interior,Wicked Choccy's → Interior,2027,7,Jul,3,30,29,3,2027,7,Jul,3,Thursday,2024,1,Jan,31,2,0.4225
2115,US-2022-149587-CHO-TRI-54000,2024-01-31,2027-07-29,Second Class,149587,United States,Minneapolis,Minnesota,55407,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,1275.0,Wicked Choccy's,32.076176,-81.088371,32.076176,-81.088371,True,Wicked Choccy's → Minnesota,Wicked Choccy's → Minnesota,Wicked_Choccy_s_to_Minnesota,Wicked Choccy's → Interior,Wicked Choccy's → Interior,2027,7,Jul,3,30,29,3,2027,7,Jul,3,Thursday,2024,1,Jan,31,2,0.4225
2116,US-2022-127327-CHO-TRI-54000,2024-02-03,2027-07-31,Standard Class,127327,United States,Rome,New York,13440,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,1274.0,Wicked Choccy's,32.076176,-81.088371,32.076176,-81.088371,False,Wicked Choccy's → New York,Wicked Choccy's → New York,Wicked_Choccy_s_to_New_York,Wicked Choccy's → Atlantic,Wicked Choccy's → Atlantic,2027,7,Jul,3,30,31,5,2027,7,Jul,3,Saturday,2024,2,Feb,3,5,0.5262
2117,US-2022-140921-CHO-TRI-54000,2024-02-03,2027-07-29,First Class,140921,United States,Omaha,Nebraska,68104,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,1272.0,Wicked Choccy's,32.076176,-81.088371,32.076176,-81.088371,False,Wicked Choccy's → Nebraska,Wicked Choccy's → Nebraska,Wicked_Choccy_s_to_Nebraska,Wicked Choccy's → Interior,Wicked Choccy's → Interior,2027,7,Jul,3,30,29,3,2027,7,Jul,3,Thursday,2024,2,Feb,3,5,0.6148
2118,US-2022-157959-CHO-MIL-31000,2024-02-03,2027-07-28,First Class,157959,United States,Los Angeles,California,90008,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,1271.0,Wicked Choccy's,32.076176,-81.088371,32.076176,-81.088371,False,Wicked Choccy's → California,Wicked Choccy's → California,Wicked_Choccy_s_to_California,Wicked Choccy's → Pacific,Wicked Choccy's → Pacific,2027,7,Jul,3,30,28,2,2027,7,Jul,3,Wednesday,2024,2,Feb,3,5,0.5153
2119,US-2022-132633-CHO-TRI-54000,2024-02-03,2027-07-29,Second Class,132633,United States,Pleasant Grove,Utah,84062,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,1272.0,Wicked Choccy's,32.076176,-81.088371,32.076176,-81.088371,False,Wicked Choccy's → Utah,Wicked Choccy's → Utah,Wicked_Choccy_s_to_Utah,Wicked Choccy's → Pacific,Wicked Choccy's → Pacific,2027,7,Jul,3,30,29,3,2027,7,Jul,3,Thursday,2024,2,Feb,3,5,0.5133
2120,US-2022-103093-CHO-MIL-31000,2024-02-03,2027-07-31,Standard Class,103093,United States,Columbus,Georgia,31907,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,29.25,9,18.99,10.26,1274.0,Wicked Choccy's,32.076176,-81.088371,32.076176,-81.088371,False,Wicked Choccy's → Georgia,Wicked Choccy's → Georgia,Wicked_Choccy_s_to_Georgia,Wicked Choccy's → Gulf,Wicked Choccy's → Gulf,2027,7,Jul,3,30,31,5,2027,7,Jul,3,Saturday,2024,2,Feb,3,5,0.4469
2121,US-2022-140921-CHO-NUT-13000,2024-02-03,2027-07-29,First Class,140921,United States,Omaha,Nebraska,68104,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,1272.0,Lot's O' Nuts,32.881893,-111.768036,32.881893,-111.768036,False,Lot's O' Nuts → Nebraska,Lot's O' Nuts → Nebraska,Lot_s_O__Nuts_to_Nebraska,Lot's O' Nuts → Interior,Lot's O' Nuts → Interior,2027,7,Jul,3,30,29,3,2027,7,Jul,3,Thursday,2024,2,Feb,3,5,0.5836
2122,US-2022-156482-CHO-FUD-51000,2024-02-06,2027-08-06,Standard Class,156482,United States,Wilmington,Delaware,19805,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,1277.0,Lot's O' Nuts,32.881893,-111.768036,32.881893,-111.768036,True,Lot's O' Nuts → Delaware,Lot's O' Nuts → Delaware,Lot_s_O__Nuts_to_Delaware,Lot's O' Nuts → Atlantic,Lot's O' Nuts → Atlantic,2027,8,Aug,3,31,6,4,2027,8,Aug,3,Friday,2024,2,Feb,6,1,0.5632
2123,US-2022-156482-CHO-MIL-31000,2024-02-06,2027-08-06,Standard Class,156482,United States,Wilmington,Delaware,19805,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,29.25,9,18.99,10.26,1277.0,Wicked Choccy's,32.076176,-81.088371,32.076176,-81.088371,True,Wicked Choccy's → Delaware,Wicked Choccy's → Delaware,Wicked_Choccy_s_to_Delaware,Wicked Choccy's → Atlantic,Wicked Choccy's → Atlantic,2027,8,Aug,3,31,6,4,2027,8,Aug,3,Friday,2024,2,Feb,6,1,0.5675
2124,US-2022-156482-CHO-SCR-58000,2024-02-06,2027-08-06,Standard Class,156482,United States,Wilmington,Delaware,19805,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar - Scrumdiddlyumptious,7.2,2,5.0,2.2,1277.0,Lot's O' Nuts,32.881893,-111.768036,32.881893,-111.768036,True,Lot's O' Nuts → Delaware,Lot's O' Nuts → Delaware,Lot_s_O__Nuts_to_Delaware,Lot's O' Nuts → Atlantic,Lot's O' Nuts → Atlantic,2027,8,Aug,3,31,6,4,2027,8,Aug,3,Friday,2024,2,Feb,6,1,0.5632
2125,US-2022-111507-CHO-SCR-58000,2024-02-06,2027-08-06,Standard Class,111507,United States,Bellevue,Washington,98006,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar - Scrumdiddlyumptious,10.8,3,7.5,3.3,1277.0,Lot's O' Nuts,32.881893,-111.768036,32.881893,-111.768036,True,Lot's O' Nuts → Washington,Lot's O' Nuts → Washington,Lot_s_O__Nuts_to_Washington,Lot's O' Nuts → Pacific,Lot's O' Nuts → Pacific,2027,8,Aug,3,31,6,4,2027,8,Aug,3,Friday,2024,2,Feb,6,1,0.4519
2126,US-2022-137064-CHO-TRI-54000,2024-02-06,2027-08-06,Standard Class,137064,United States,Houston,Texas,77070,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,1277.0,Wicked Choccy's,32.076176,-81.088371,32.076176,-81.088371,True,Wicked Choccy's → Texas,Wicked Choccy's → Texas,Wicked_Choccy_s_to_Texas,Wicked Choccy's → Interior,Wicked Choccy's → Interior,2027,8,Aug,3,31,6,4,2027,8,Aug,3,Friday,2024,2,Feb,6,1,0.5145
2127,US-2022-104038-CHO-MIL-31000,2024-02-06,2027-08-01,First Class,104038,United States,Suffolk,Virginia,23434,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,1272.0,Wicked Choccy's,32.076176,-81.088371,32.076176,-81.088371,False,Wicked Choccy's → Virginia,Wicked Choccy's → Virginia,Wicked_Choccy_s_to_Virginia,Wicked Choccy's → Gulf,Wicked Choccy's → Gulf,2027,8,Aug,3,30,1,6,2027,8,Aug,3,Sunday,2024,2,Feb,6,1,0.621
2128,US-2022-104038-CHO-SCR-58000,2024-02-06,2027-08-01,First Class,104038,United States,Suffolk,Virginia,23434,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar - Scrumdiddlyumptious,10.8,3,7.5,3.3,1272.0,Lot's O' Nuts,32.881893,-111.768036,32.881893,-111.768036,False,Lot's O' Nuts → Virginia,Lot's O' Nuts → Virginia,Lot_s_O__Nuts_to_Virginia,Lot's O' Nuts → Gulf,Lot's O' Nuts → Gulf,2027,8,Aug,3,30,1,6,2027,8,Aug,3,Sunday,2024,2,Feb,6,1,0.6536
2129,US-2022-137064-CHO-TRI-54000,2024-02-06,2027-08-06,Standard Class,137064,United States,Houston,Texas,77070,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,1277.0,Wicked Choccy's,32.076176,-81.088371,32.076176,-81.088371,True,Wicked Choccy's → Texas,Wicked Choccy's → Texas,Wicked_Choccy_s_to_Texas,Wicked Choccy's → Interior,Wicked Choccy's → Interior,2027,8,Aug,3,31,6,4,2027,8,Aug,3,Friday,2024,2,Feb,6,1,0.5145
2130,US-2022-137064-CHO-SCR-58000,2024-02-06,2027-08-06,Standard Class,137064,United States,Houston,Texas,77070,Chocolate,Interior,CHO-SCR-58000,Wonka Bar - Scrumdiddlyumptious,7.2,2,5.0,2.2,1277.0,Lot's O' Nuts,32.881893,-111.768036,32.881893,-111.768036,True,Lot's O' Nuts → Texas,Lot's O' Nuts → Texas,Lot_s_O__Nuts_to_Texas,Lot's O' Nuts → Interior,Lot's O' Nuts → Interior,2027,8,Aug,3,31,6,4,2027,8,Aug,3,Friday,2024,2,Feb,6,1,0.5366
2131,US-2022-147529-CHO-NUT-13000,2024-02-07,2027-08-04,Standard Class,147529,United States,Springfield,Virginia,22153,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,1274.0,Lot's O' Nuts,32.881893,-111.768036,32.881893,-111.768036,False,Lot's O' Nuts → Virginia,Lot's O' Nuts → Virginia,Lot_s_O__Nuts_to_Virginia,Lot's O' Nuts → Gulf,Lot's O' Nuts → Gulf,2027,8,Aug,3,31,4,2,2027,8,Aug,3,Wednesday,2024,2,Feb,7,2,0.6536
2132,US-2022-147529-CHO-NUT-13000,2024-02-07,2027-08-04,Standard Class,147529,United States,Springfield,Virginia,22153,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,1274.0,Lot's O' Nuts,32.881893,-111.768036,32.881893,-111.768036,False,Lot's O' Nuts → Virginia,Lot's O' Nuts → Virginia,Lot_s_O__Nuts_to_Virginia,Lot's O' Nuts → Gulf,Lot's O' Nuts → Gulf,2027,8,Aug,3,31,4,2,2027,8,Aug,3,Wednesday,2024,2,Feb,7,2,0.6536
2133,US-2022-130491-CHO-TRI-54000,2024-02-08,2027-08-04,First Class,130491,United States,Garden City,Kansas,67846,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,1273.0,Wicked Choccy's,32.076176,-81.088371,32.076176,-81.088371,True,Wicked Choccy's → Kansas,Wicked Choccy's → Kansas,Wicked_Choccy_s_to_Kansas,Wicked Choccy's → Interior,Wicked Choccy's → Interior,2027,8,Aug,3,31,4,2,2027,8,Aug,3,Wednesday,2024,2,Feb,8,3,0.4449
2134,US-2022-130491-CHO-NUT-13000,2024-02-08,2027-08-04,First Class,130491,United States,Garden City,Kansas,67846,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1.0,1273.0,Lot's O' Nuts,32.881893,-111.768036,32.881893,-111.768036,True,Lot's O' Nuts → Kansas,Lot's O' Nuts → Kansas,Lot_s_O__Nuts_to_Kansas,Lot's O' Nuts → Interior,Lot's O' Nuts → Interior,2027,8,Aug,3,31,4,2,2027,8,Aug,3,Wednesday,2024,2,Feb,8,3,0.6537
2135,US-2022-130491-CHO-SCR-58000,2024-02-08,2027-08-04,First Class,130491,United States,Garden City,Kansas,67846,Chocolate,Interior,CHO-SCR-58000,Wonka Bar - Scrumdiddlyumptious,7.2,2,5.0,2.2,1273.0,Lot's O' Nuts,32.881893,-111.768036,32.881893,-111.768036,True,Lot's O' Nuts → Kansas,Lot's O' Nuts → Kansas,Lot_s_O__Nuts_to_Kansas,Lot's O' Nuts → Interior,Lot's O' Nuts → Interior,2027,8,Aug,3,31,4,2,2027,8,Aug,3,Wednesday,2024,2,Feb,8,3,0.6537
2136,US-2022-114923-CHO-NUT-13000,2024-02-08,2027-08-06,Standard Class,114923,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,1275.0,Lot's O' Nuts,32.881893,-111.768036,32.881893,-111.768036,True,Lot's O' Nuts → Ohio,Lot's O' Nuts → Ohio,Lot_s_O__Nuts_to_Ohio,Lot's O' Nuts → Atlantic,Lot's O' Nuts → Atlantic,2027,8,Aug,3,31,6,4,2027,8,Aug,3,Friday,2024,2,Feb,8,3,0.4925
2137,US-2022-146038-CHO-SCR-58000,2024-02-09,2027-08-09,Standard Class,146038,United States,Los Angeles,California,90049,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar - Scrumdiddlyumptious,18.0,5,12.5,5.5,1277.0,Lot's O' Nuts,32.881893,-111.768036,32.881893,-111.768036,True,Lot's O' Nuts → California,Lot's O' Nuts → California,Lot_s_O__Nuts_to_California,Lot's O' Nuts → Pacific,Lot's O' Nuts → Pacific,2027,8,Aug,3,32,9,0,2027,8,Aug,3,Monday,2024,2,Feb,9,4,0.5116
2138,US-2022-135391-CHO-NUT-13000,2024-02-09,2027-08-04,Second Class,135391,United States,San Antonio,Texas,78207,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,1272.0,Lot's O' Nuts,32.881893,-111.768036,32.881893,-111.768036,False,Lot's O' Nuts → Texas,Lot's O' Nuts → Texas,Lot_s_O__Nuts_to_Texas,Lot's O' Nuts → Interior,Lot's O' Nuts → Interior,2027,8,Aug,3,31,4,2,2027,8,Aug,3,Wednesday,2024,2,Feb,9,4,0.5366
2139,US-2022-135391-CHO-TRI-54000,2024-02-09,2027-08-04,Second Class,135391,United States,San Antonio,Texas,78207,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,1272.0,Wicked Choccy's,32.076176,-81.088371,32.076176,-81.088371,False,Wicked Choccy's → Texas,Wicked Choccy's → Texas,Wicked_Choccy_s_to_Texas,Wicked Choccy's → Interior,Wicked Choccy's → Interior,2027,8,Aug,3,31,4,2,2027,8,Aug,3,Wednesday,2024,2,Feb,9,4,0.5145
2140,US-2022-101007-CHO-TRI-54000,2024-02-09,2027-08-06,Second Class,101007,United States,Dallas,Texas,75220,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,1274.0,Wicked Choccy's,32.076176,-81.088371,32.076176,-81.088371,True,Wicked Choccy's → Texas,Wicked Choccy's → Texas,Wicked_Choccy_s_to_Texas,Wicked Choccy's → Interior,Wicked Choccy's → Interior,2027,8,Aug,3,31,6,4,2027,8,Aug,3,Friday,2024,2,Feb,9,4,0.5145
2141,US-2022-153374-CHO-MIL-31000,2024-02-09,2027-08-06,Second Class,153374,United States,Decatur,Illinois,62521,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84,1274.0,Wicked Choccy's,32.076176,-81.088371,32.076176,-81.088371,True,Wicked Choccy's → Illinois,Wicked Choccy's → Illinois,Wicked_Choccy_s_to_Illinois,Wicked Choccy's → Interior,Wicked Choccy's → Interior,2027,8,Aug,3,31,6,4,2027,8,Aug,3,Friday,2024,2,Feb,9,4,0.4758
2142,US-2022-101126-CHO-MIL-31000,2024-02-10,2027-08-07,Second Class,101126,United States,Philadelphia,Pennsylvania,19143,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,1274.0,Wicked Choccy's,32.076176,-81.088371,32.076176,-81.088371,True,Wicked Choccy's → Pennsylvania,Wicked Choccy's → Pennsylvania,Wicked_Choccy_s_to_Pennsylvania,Wicked Choccy's → Atlantic,Wicked Choccy's → Atlantic,2027,8,Aug,3,31,7,5,2027,8,Aug,3,Saturday,2024,2,Feb,10,5,0.5002
2143,US-2022-147662-CHO-NUT-13000,2024-02-14,2027-08-12,Standard Class,147662,United States,Akron,Ohio,44312,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,1275.0,Lot's O' Nuts,32.881893,-111.768036,32.881893,-111.768036,True,Lot's O' Nuts → Ohio,Lot's O' Nuts → Ohio,Lot_s_O__Nuts_to_Ohio,Lot's O' Nuts → Atlantic,Lot's O' Nuts → Atlantic,2027,8,Aug,3,32,12,3,2027,8,Aug,3,Thursday,2024,2,Feb,14,2,0.4925
2144,US-2022-147662-CHO-NUT-13000,2024-02-14,2027-08-12,Standard Class,147662,United States,Akron,Ohio,44312,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,1275.0,Lot's O' Nuts,32.881893,-111.768036,32.881893,-111.768036,True,Lot's O' Nuts → Ohio,Lot's O' Nuts → Ohio,Lot_s_O__Nuts_to_Ohio,Lot's O' Nuts → Atlantic,Lot's O' Nuts → Atlantic,2027,8,Aug,3,32,12,3,2027,8,Aug,3,Thursday,2024,2,Feb,14,2,0.4925
2145,US-2022-147662-CHO-SCR-58000,2024-02-14,2027-08-12,Standard Class,147662,United States,Akron,Ohio,44312,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar - Scrumdiddlyumptious,7.2,2,5.0,2.2,1275.0,Lot's O' Nuts,32.881893,-111.768036,32.881893,-111.768036,True,Lot's O' Nuts → Ohio,Lot's O' Nuts → Ohio,Lot_s_O__Nuts_to_Ohio,Lot's O' Nuts → Atlantic,Lot's O' Nuts → Atlantic,2027,8,Aug,3,32,12,3,2027,8,Aug,3,Thursday,2024,2,Feb,14,2,0.4925
2146,US-2022-116876-CHO-NUT-13000,2024-02-14,2027-08-14,Standard Class,116876,United States,Rochester,New York,14609,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,31.41,9,22.41,9.0,1277.0,Lot's O' Nuts,32.881893,-111.768036,32.881893,-111.768036,True,Lot's O' Nuts → New York,Lot's O' Nuts → New York,Lot_s_O__Nuts_to_New_York,Lot's O' Nuts → Atlantic,Lot's O' Nuts → Atlantic,2027,8,Aug,3,32,14,5,2027,8,Aug,3,Saturday,2024,2,Feb,14,2,0.506
2147,US-2022-147662-CHO-NUT-13000,2024-02-14,2027-08-12,Standard Class,147662,United States,Akron,Ohio,44312,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,1275.0,Lot's O' Nuts,32.881893,-111.768036,32.881893,-111.768036,True,Lot's O' Nuts → Ohio,Lot's O' Nuts → Ohio,Lot_s_O__Nuts_to_Ohio,Lot's O' Nuts → Atlantic,Lot's O' Nuts → Atlantic,2027,8,Aug,3,32,12,3,2027,8,Aug,3,Thursday,2024,2,Feb,14,2,0.4925
2148,US-2022-116876-CHO-MIL-31000,2024-02-14,2027-08-14,Standard Class,116876,United States,Rochester,New York,14609,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,1277.0,Wicked Choccy's,32.076176,-81.088371,32.076176,-81.088371,True,Wicked Choccy's → New York,Wicked Choccy's → New York,Wicked_Choccy_s_to_New_York,Wicked Choccy's → Atlantic,Wicked Choccy's → Atlantic,2027,8,Aug,3,32,14,5,2027,8,Aug,3,Saturday,2024,2,Feb,14,2,0.5262
2149,US-2022-147662-CHO-FUD-51000,2024-02-14,2027-08-12,Standard Class,147662,United States,Akron,Ohio,44312,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,1275.0,Lot's O' Nuts,32.881893,-111.768036,32.881893,-111.768036,True,Lot's O' Nuts → Ohio,Lot's O' Nuts → Ohio,Lot_s_O__Nuts_to_Ohio,Lot's O' Nuts → Atlantic,Lot's O' Nuts → Atlantic,2027,8,Aug,3,32,12,3,2027,8,Aug,3,Thursday,2024,2,Feb,14,2,0.4925
2150,US-2022-116092-CHO-TRI-54000,2024-02-15,2027-08-11,Second Class,116092,United States,Los Angeles,California,90004,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8,1273.0,Wicked Choccy's,32.076176,-81.088371,32.076176,-81.088371,False,Wicked Choccy's → California,Wicked Choccy's → California,Wicked_Choccy_s_to_California,Wicked Choccy's → Pacific,Wicked Choccy's → Pacific,2027,8,Aug,3,32,11,2,2027,8,Aug,3,Wednesday,2024,2,Feb,15,3,0.5153
2151,US-2022-116092-CHO-MIL-31000,2024-02-15,2027-08-11,Second Class,116092,United States,Los Angeles,California,90004,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,1273.0,Wicked Choccy's,32.076176,-81.088371,32.076176,-81.088371,False,Wicked Choccy's → California,Wicked Choccy's → California,Wicked_Choccy_s_to_California,Wicked Choccy's → Pacific,Wicked Choccy's → Pacific,2027,8,Aug,3,32,11,2,2027,8,Aug,3,Wednesday,2024,2,Feb,15,3,0.5153
